,Recency,Frequency,Monetary,Avg_Order_Value,Cluster
0,-0.6435784743302558,0.04445127631314999,-0.17988671972425718,-0.3490568104379968,0
1,-0.7450014661822807,-0.22458180044732304,-0.155254870355434,-0.10387640441982302,1
2,-0.9166403754703227,0.9188087757846873,0.8707159740011317,2.2708489788081128,2
3,-0.8620279952423093,-0.49361487720779607,-0.22041606073307013,-0.1444755696913601,1
4,-0.627974937122252,-0.2918400696374413,-0.20895264504143746,-0.3481819532209816,1
5,-0.8854333010543151,2.9365568514882354,1.9684805401345522,1.0926967591153889,3
6,-0.6123713999142483,0.4480008914538595,0.29352450314369494,-0.19621073388716606,0
7,-0.3861201103981929,-0.35909833882755954,-0.2084929420030778,-0.22661073516347158,1
8,0.5266868162700304,-0.42635660801767783,-0.20424126066819923,-0.3333323039792147,1
9,-0.6981908545582692,-0.35909833882755954,-0.1919087546552896,0.6946610236151919,1
10,-0.7684067719942864,0.5152591606439778,0.07907360751886512,-0.07658237869687565,0
11,-0.8776315324503131,-0.5608731463979143,-0.22706345815094245,-0.10228945479936269,1
12,-0.4797413336462158,0.17896781469338652,-0.13936995765430482,-0.1683283436553487,4
13,0.5812991964980438,-0.35909833882755954,-0.17747613762261003,-0.3416210952208825,1
14,0.027373625613908305,-0.2918400696374413,-0.17583115548161413,-0.012382357957299023,1
15,-0.9010368382623188,-0.09006526206708652,-0.17228561003277307,-0.26336706960745476,4
16,-0.8854333010543151,-0.15732353125720477,-0.13446417149867568,-0.2682202148212322,1
17,2.531741347498521,-0.35909833882755954,-0.19304772039212098,-0.12791963478166313,4
18,-0.9166403754703227,11.747390115393726,5.70137841967504,0.05730097545231356,3
19,-0.9166403754703227,2.600265505537644,0.17118117201567257,-0.31740066995372496,3
20,-0.36271480458618716,0.04445127631314999,-0.06737554462562859,-0.15070438556284763,0
21,-0.8542262266383074,0.04445127631314999,0.012176523578467888,0.14005988594528695,2
22,0.3706514441899923,-0.2918400696374413,-0.206036618305574,-0.165589794503872,4
23,1.6189344208302978,-0.35909833882755954,0.49130716123834983,6.868593163029813,1
24,-0.4173271848142005,-0.42635660801767783,-0.19975458188460696,-0.20140750952507314,1
25,0.9401805522821316,-0.42635660801767783,-0.20918649895025476,-0.21082098997696816,4
26,-0.0662475976341146,0.17896781469338652,0.09629245950916483,-0.0926049369675399,0
27,-0.6045696313102463,-0.022806992876968267,0.01790108429993162,-0.27161233379808924,4
28,-0.4251289534182024,-0.22458180044732304,-0.17544578253652157,-0.10716841480649157,0
29,-0.8854333010543151,0.7170339682143325,-0.03605284332286925,-0.2999013506323995,0
30,-0.7996138464102941,0.11170954550326825,-0.1319981277120523,-0.18772476470000451,2
31,-0.4251289534182024,-0.49361487720779607,-0.24050348255353202,-0.2524887335304893,1
32,-0.7918120778062921,-0.09006526206708652,-0.1274491260041053,-0.24077313241018375,1
33,0.737334568578082,-0.22458180044732304,-0.1851601539565844,-0.14227905916901432,0
34,-0.8074156150142959,0.11170954550326825,0.45335878977575017,-0.11495165747922526,0
35,-0.24568827552615852,-0.35909833882755954,-0.24215132354426896,0.33157618103332476,1
36,-0.4173271848142005,0.11170954550326825,-0.06263099759539426,-0.059927564428648696,0
37,1.8295821731383493,-0.35909833882755954,-0.21574755910594756,-0.18858716274654924,4
38,-0.5811643254982406,0.6497756990242143,0.7305219850900392,2.375809285284228,0
39,2.7579926370145764,-0.49361487720779607,-0.22612346835608763,0.2280623329712202,1
40,0.3784532127939942,0.11170954550326825,-0.039996340655663425,-0.247101035884833,0
41,2.4459218928545,-0.42635660801767783,-0.16414932366976578,0.1041808563351097,4
42,-0.02723875461410506,-0.2918400696374413,-0.19301227065533205,1.9248203466324891,4
43,-0.40172364760619667,-0.15732353125720477,-0.17779518525371038,-0.3132807675053455,1
44,0.23021960931795793,-0.2918400696374413,0.250634324018729,-0.06339218433743313,1
45,-0.9088386068663208,-0.42635660801767783,-0.19439595392999667,0.4762347452804878,1
46,0.994792932510145,0.11170954550326825,0.24170899512719393,-0.3003665299934432,0
47,-0.7684067719942864,0.7842922374044509,0.011178213248895804,-0.1713314277849612,2
48,-0.8074156150142959,-0.15732353125720477,-0.16323334821273575,-0.17192671028543646,1
49,1.9856175452183875,-0.49361487720779607,-0.24482148920240276,-0.305598850365105,1
50,1.3926831313142423,-0.49361487720779607,-0.2298239634608932,-0.3534338926576845,1
51,-0.8308209208263017,1.5241331984957516,1.0170690687943262,0.043934617267260515,2
52,2.7267855625985686,-0.22458180044732304,-0.0686294361220499,2.906294672782168,0
